Date,Function,Metric,Value
2023-12-01,MNC,Billed Revenue,7511542.0
2023-12-01,MNC,Monthly WIN - MRC,296257.0
2023-12-01,MNC,Monthly WIN - TCV,7408173.0
2023-12-01,MNC,Order in Progress - MRC,175127.0
2023-12-01,Maggie's team,Billed Revenue,2223551.0
2023-12-01,Maggie's team,Monthly WIN - MRC,12177.0
2023-12-01,Maggie's team,Monthly WIN - TCV,212508.0
2023-12-01,Maggie's team,Order in Progress - MRC,17659.0
2023-12-01,Sherry's team,Billed Revenue,0.0
2023-12-01,Sherry's team,Monthly WIN - MRC,0.0
2023-12-01,Sherry's team,Monthly WIN - TCV,0.0
2023-12-01,Sherry's team,Order in Progress - MRC,0.0
2023-12-01,Zscaler,Billed Revenue,0.0
2023-12-01,Zscaler,Monthly WIN - MRC,0.0
2023-12-01,Zscaler,Monthly WIN - TCV,0.0
2023-12-01,Zscaler,Order in Progress - MRC,0.0
2024-01-01,AT&T,Billed Revenue,0.0
2024-01-01,AT&T,Monthly WIN - MRC,0.0
2024-01-01,AT&T,Monthly WIN - TCV,0.0
2024-01-01,AT&T,Order in Progress - MRC,0.0
2024-01-01,Emily's channel,Billed Revenue,0.0
2024-01-01,Emily's channel,Monthly WIN - MRC,0.0
2024-01-01,Emily's channel,Monthly WIN - TCV,0.0
2024-01-01,Emily's channel,Order in Progress - MRC,0.0
2024-01-01,IPA,Billed Revenue,13601422.0
2024-01-01,IPA,Monthly WIN - MRC,24059.0
2024-01-01,IPA,Monthly WIN - TCV,304808.0
2024-01-01,IPA,Order in Progress - MRC,271339.0
2024-01-01,MNC,Billed Revenue,7339892.0
2024-01-01,MNC,Monthly WIN - MRC,169566.0
2024-01-01,MNC,Monthly WIN - TCV,4279627.0
2024-01-01,MNC,Order in Progress - MRC,116247.0
2024-01-01,Maggie's team,Billed Revenue,2596902.0
2024-01-01,Maggie's team,Monthly WIN - MRC,4260.0
2024-01-01,Maggie's team,Monthly WIN - TCV,55120.0
2024-01-01,Maggie's team,Order in Progress - MRC,0.0
2024-01-01,Sherry's team,Billed Revenue,1624507.0
2024-01-01,Sherry's team,Monthly WIN - MRC,453403.0
2024-01-01,Sherry's team,Monthly WIN - TCV,2211532.0
2024-01-01,Sherry's team,Order in Progress - MRC,25395.0
2024-01-01,Zscaler,Billed Revenue,0.0
2024-01-01,Zscaler,Monthly WIN - MRC,0.0
2024-01-01,Zscaler,Monthly WIN - TCV,0.0
2024-01-01,Zscaler,Order in Progress - MRC,0.0
2024-02-01,AT&T,Billed Revenue,0.0
2024-02-01,AT&T,Monthly WIN - MRC,0.0
2024-02-01,AT&T,Monthly WIN - TCV,0.0
2024-02-01,AT&T,Order in Progress - MRC,0.0
2024-02-01,Emily's channel,Billed Revenue,0.0
2024-02-01,Emily's channel,Monthly WIN - MRC,0.0
2024-02-01,Emily's channel,Monthly WIN - TCV,0.0
2024-02-01,Emily's channel,Order in Progress - MRC,0.0
2024-02-01,IPA,Billed Revenue,13350811.0
2024-02-01,IPA,Monthly WIN - MRC,18970.0
2024-02-01,IPA,Monthly WIN - TCV,483700.0
2024-02-01,IPA,Order in Progress - MRC,587972.0
2024-02-01,MNC,Billed Revenue,7512221.0
2024-02-01,MNC,Monthly WIN - MRC,286214.0
2024-02-01,MNC,Monthly WIN - TCV,3483169.0
2024-02-01,MNC,Order in Progress - MRC,113629.0
2024-02-01,Maggie's team,Billed Revenue,2605713.0
2024-02-01,Maggie's team,Monthly WIN - MRC,113535.0
2024-02-01,Maggie's team,Monthly WIN - TCV,1365420.0
2024-02-01,Maggie's team,Order in Progress - MRC,117140.0
2024-02-01,Sherry's team,Billed Revenue,1716353.0
2024-02-01,Sherry's team,Monthly WIN - MRC,8439.0
2024-02-01,Sherry's team,Monthly WIN - TCV,413192.0
2024-02-01,Sherry's team,Order in Progress - MRC,0.0
2024-02-01,Zscaler,Billed Revenue,0.0
2024-02-01,Zscaler,Monthly WIN - MRC,0.0
2024-02-01,Zscaler,Monthly WIN - TCV,0.0
2024-02-01,Zscaler,Order in Progress - MRC,0.0
2024-03-01,AT&T,Billed Revenue,0.0
2024-03-01,AT&T,Monthly WIN - MRC,0.0
2024-03-01,AT&T,Monthly WIN - TCV,0.0
2024-03-01,AT&T,Order in Progress - MRC,0.0
2024-03-01,Emily's channel,Billed Revenue,0.0
2024-03-01,Emily's channel,Monthly WIN - MRC,0.0
2024-03-01,Emily's channel,Monthly WIN - TCV,0.0
2024-03-01,Emily's channel,Order in Progress - MRC,0.0
2024-03-01,IPA,Billed Revenue,12660781.0
2024-03-01,IPA,Monthly WIN - MRC,139104.0
2024-03-01,IPA,Monthly WIN - TCV,4383057.0
2024-03-01,IPA,Order in Progress - MRC,214487.0
2024-03-01,MNC,Billed Revenue,6769440.0
2024-03-01,MNC,Monthly WIN - MRC,345470.0
2024-03-01,MNC,Monthly WIN - TCV,11902662.0
2024-03-01,MNC,Order in Progress - MRC,324831.0
2024-03-01,Maggie's team,Billed Revenue,2645502.0
2024-03-01,Maggie's team,Monthly WIN - MRC,483.0
2024-03-01,Maggie's team,Monthly WIN - TCV,21788.0
2024-03-01,Maggie's team,Order in Progress - MRC,483.0
2024-03-01,Sherry's team,Billed Revenue,2734061.0
2024-03-01,Sherry's team,Monthly WIN - MRC,12675.0
2024-03-01,Sherry's team,Monthly WIN - TCV,1347252.0
2024-03-01,Sherry's team,Order in Progress - MRC,4905.0
2024-03-01,Zscaler,Billed Revenue,0.0
2024-03-01,Zscaler,Monthly WIN - MRC,0.0
2024-03-01,Zscaler,Monthly WIN - TCV,0.0
2024-03-01,Zscaler,Order in Progress - MRC,0.0
2024-04-01,AT&T,Billed Revenue,0.0
2024-04-01,AT&T,Monthly WIN - MRC,0.0
2024-04-01,AT&T,Monthly WIN - TCV,0.0
2024-04-01,AT&T,Order in Progress - MRC,0.0
2024-04-01,Emily's channel,Billed Revenue,0.0
2024-04-01,Emily's channel,Monthly WIN - MRC,0.0
2024-04-01,Emily's channel,Monthly WIN - TCV,0.0
2024-04-01,Emily's channel,Order in Progress - MRC,0.0
2024-04-01,IPA,Billed Revenue,12422187.78
2024-04-01,IPA,Monthly WIN - MRC,0.0
2024-04-01,IPA,Monthly WIN - TCV,0.0
2024-04-01,IPA,Order in Progress - MRC,61369.0
2024-04-01,MNC,Billed Revenue,10124962.0
2024-04-01,MNC,Monthly WIN - MRC,131850.83
2024-04-01,MNC,Monthly WIN - TCV,2144822.2
2024-04-01,MNC,Order in Progress - MRC,188668.83
2024-04-01,Maggie's team,Billed Revenue,2582020.21
2024-04-01,Maggie's team,Monthly WIN - MRC,58479.0
2024-04-01,Maggie's team,Monthly WIN - TCV,853028.0
2024-04-01,Maggie's team,Order in Progress - MRC,30103.0
2024-04-01,Sherry's team,Billed Revenue,1491613.91
2024-04-01,Sherry's team,Monthly WIN - MRC,42246.03
2024-04-01,Sherry's team,Monthly WIN - TCV,14832006.36
2024-04-01,Sherry's team,Order in Progress - MRC,32174.03
2024-04-01,Zscaler,Billed Revenue,0.0
2024-04-01,Zscaler,Monthly WIN - MRC,0.0
2024-04-01,Zscaler,Monthly WIN - TCV,0.0
2024-04-01,Zscaler,Order in Progress - MRC,0.0
2024-05-01,AT&T,Billed Revenue,0.0
2024-05-01,AT&T,Monthly WIN - MRC,0.0
2024-05-01,AT&T,Monthly WIN - TCV,0.0
2024-05-01,AT&T,Order in Progress - MRC,0.0
2024-05-01,Emily's channel,Billed Revenue,0.0
2024-05-01,Emily's channel,Monthly WIN - MRC,0.0
2024-05-01,Emily's channel,Monthly WIN - TCV,0.0
2024-05-01,Emily's channel,Order in Progress - MRC,0.0
2024-05-01,IPA,Billed Revenue,12199321.89
2024-05-01,IPA,Monthly WIN - MRC,42630.0
2024-05-01,IPA,Monthly WIN - TCV,535570.0
2024-05-01,IPA,Order in Progress - MRC,52094.0
2024-05-01,MNC,Billed Revenue,8440656.0
2024-05-01,MNC,Monthly WIN - MRC,43199.0
2024-05-01,MNC,Monthly WIN - TCV,905426.0
2024-05-01,MNC,Order in Progress - MRC,209952.0
2024-05-01,Maggie's team,Billed Revenue,4856713.0
2024-05-01,Maggie's team,Monthly WIN - MRC,152520.0
2024-05-01,Maggie's team,Monthly WIN - TCV,4991400.0
2024-05-01,Maggie's team,Order in Progress - MRC,158419.0
2024-05-01,Sherry's team,Billed Revenue,3186941.0
2024-05-01,Sherry's team,Monthly WIN - MRC,15831.0
2024-05-01,Sherry's team,Monthly WIN - TCV,1030372.0
2024-05-01,Sherry's team,Order in Progress - MRC,13235.0
2024-05-01,Zscaler,Billed Revenue,0.0
2024-05-01,Zscaler,Monthly WIN - MRC,0.0
2024-05-01,Zscaler,Monthly WIN - TCV,0.0
2024-05-01,Zscaler,Order in Progress - MRC,0.0
2024-06-01,AT&T,Billed Revenue,0.0
2024-06-01,AT&T,Monthly WIN - MRC,0.0
2024-06-01,AT&T,Monthly WIN - TCV,0.0
2024-06-01,AT&T,Order in Progress - MRC,0.0
2024-06-01,Emily's channel,Billed Revenue,0.0
2024-06-01,Emily's channel,Monthly WIN - MRC,0.0
2024-06-01,Emily's channel,Monthly WIN - TCV,0.0
2024-06-01,Emily's channel,Order in Progress - MRC,0.0
2024-06-01,IPA,Billed Revenue,11994710.1
2024-06-01,IPA,Monthly WIN - MRC,114478.0
2024-06-01,IPA,Monthly WIN - TCV,1802934.0
2024-06-01,IPA,Order in Progress - MRC,143479.0
2024-06-01,MNC,Billed Revenue,7434685.91
2024-06-01,MNC,Monthly WIN - MRC,232452.94
2024-06-01,MNC,Monthly WIN - TCV,6815783.4
2024-06-01,MNC,Order in Progress - MRC,208419.54
2024-06-01,Maggie's team,Billed Revenue,318338.42
2024-06-01,Maggie's team,Monthly WIN - MRC,41243.5
2024-06-01,Maggie's team,Monthly WIN - TCV,775164.5
2024-06-01,Maggie's team,Order in Progress - MRC,78102.0
2024-06-01,Sherry's team,Billed Revenue,3988074.99
2024-06-01,Sherry's team,Monthly WIN - MRC,382863.32
2024-06-01,Sherry's team,Monthly WIN - TCV,6325757.68
2024-06-01,Sherry's team,Order in Progress - MRC,449804.37
2024-06-01,Zscaler,Billed Revenue,0.0
2024-06-01,Zscaler,Monthly WIN - MRC,0.0
2024-06-01,Zscaler,Monthly WIN - TCV,0.0
2024-06-01,Zscaler,Order in Progress - MRC,0.0
2024-07-01,AT&T,Billed Revenue,0.0
2024-07-01,AT&T,Monthly WIN - MRC,0.0
2024-07-01,AT&T,Monthly WIN - TCV,0.0
2024-07-01,AT&T,Order in Progress - MRC,0.0
2024-07-01,Emily's channel,Billed Revenue,0.0
2024-07-01,Emily's channel,Monthly WIN - MRC,0.0
2024-07-01,Emily's channel,Monthly WIN - TCV,0.0
2024-07-01,Emily's channel,Order in Progress - MRC,0.0
2024-07-01,IPA,Billed Revenue,11841866.1
2024-07-01,IPA,Monthly WIN - MRC,171689.0
2024-07-01,IPA,Monthly WIN - TCV,4284980.0
2024-07-01,IPA,Order in Progress - MRC,203308.0
2024-07-01,MNC,Billed Revenue,7481144.57
2024-07-01,MNC,Monthly WIN - MRC,240270.09
2024-07-01,MNC,Monthly WIN - TCV,6100279.54
2024-07-01,MNC,Order in Progress - MRC,227131.09
2024-07-01,Maggie's team,Billed Revenue,2677386.81
2024-07-01,Maggie's team,Monthly WIN - MRC,247995.0
2024-07-01,Maggie's team,Monthly WIN - TCV,3194820.0
2024-07-01,Maggie's team,Order in Progress - MRC,247995.0
2024-07-01,Sherry's team,Billed Revenue,4019782.72
2024-07-01,Sherry's team,Monthly WIN - MRC,115974.33
2024-07-01,Sherry's team,Monthly WIN - TCV,3197191.96
2024-07-01,Sherry's team,Order in Progress - MRC,71611.0
2024-07-01,Zscaler,Billed Revenue,0.0
2024-07-01,Zscaler,Monthly WIN - MRC,0.0
2024-07-01,Zscaler,Monthly WIN - TCV,0.0
2024-07-01,Zscaler,Order in Progress - MRC,0.0
2024-08-01,AT&T,Billed Revenue,0.0
2024-08-01,AT&T,Monthly WIN - MRC,0.0
2024-08-01,AT&T,Monthly WIN - TCV,0.0
2024-08-01,AT&T,Order in Progress - MRC,0.0
2024-08-01,Emily's channel,Billed Revenue,0.0
2024-08-01,Emily's channel,Monthly WIN - MRC,0.0
2024-08-01,Emily's channel,Monthly WIN - TCV,0.0
2024-08-01,Emily's channel,Order in Progress - MRC,0.0
2024-08-01,IPA,Billed Revenue,11067134.12
2024-08-01,IPA,Monthly WIN - MRC,33495.0
2024-08-01,IPA,Monthly WIN - TCV,429947.0
2024-08-01,IPA,Order in Progress - MRC,13788.0
2024-08-01,MNC,Billed Revenue,6459434.75
2024-08-01,MNC,Monthly WIN - MRC,164771.94
2024-08-01,MNC,Monthly WIN - TCV,2345774.94
2024-08-01,MNC,Order in Progress - MRC,178498.0
2024-08-01,Maggie's team,Billed Revenue,2782090.72
2024-08-01,Maggie's team,Monthly WIN - MRC,199144.0
2024-08-01,Maggie's team,Monthly WIN - TCV,2692214.0
2024-08-01,Maggie's team,Order in Progress - MRC,249495.0
2024-08-01,Sherry's team,Billed Revenue,2518867.34
2024-08-01,Sherry's team,Monthly WIN - MRC,31595.0
2024-08-01,Sherry's team,Monthly WIN - TCV,496320.0
2024-08-01,Sherry's team,Order in Progress - MRC,24655.0
2024-08-01,Zscaler,Billed Revenue,0.0
2024-08-01,Zscaler,Monthly WIN - MRC,0.0
2024-08-01,Zscaler,Monthly WIN - TCV,0.0
2024-08-01,Zscaler,Order in Progress - MRC,0.0
2024-09-01,AT&T,Billed Revenue,0.0
2024-09-01,AT&T,Monthly WIN - MRC,0.0
2024-09-01,AT&T,Monthly WIN - TCV,0.0
2024-09-01,AT&T,Order in Progress - MRC,0.0
2024-09-01,Emily's channel,Billed Revenue,0.0
2024-09-01,Emily's channel,Monthly WIN - MRC,0.0
2024-09-01,Emily's channel,Monthly WIN - TCV,0.0
2024-09-01,Emily's channel,Order in Progress - MRC,0.0
2024-09-01,IPA,Billed Revenue,0.0
2024-09-01,IPA,Monthly WIN - MRC,0.0
2024-09-01,IPA,Monthly WIN - TCV,0.0
2024-09-01,IPA,Order in Progress - MRC,0.0
2024-09-01,MNC,Billed Revenue,7268731.0
2024-09-01,MNC,Monthly WIN - MRC,0.0
2024-09-01,MNC,Monthly WIN - TCV,0.0
2024-09-01,MNC,Order in Progress - MRC,0.0
2024-09-01,Maggie's team,Billed Revenue,0.0
2024-09-01,Maggie's team,Monthly WIN - MRC,0.0
2024-09-01,Maggie's team,Monthly WIN - TCV,0.0
2024-09-01,Maggie's team,Order in Progress - MRC,0.0
2024-09-01,Sherry's team,Billed Revenue,0.0
2024-09-01,Sherry's team,Monthly WIN - MRC,0.0
2024-09-01,Sherry's team,Monthly WIN - TCV,0.0
2024-09-01,Sherry's team,Order in Progress - MRC,0.0
2024-09-01,Zscaler,Billed Revenue,0.0
2024-09-01,Zscaler,Monthly WIN - MRC,0.0
2024-09-01,Zscaler,Monthly WIN - TCV,0.0
2024-09-01,Zscaler,Order in Progress - MRC,0.0
2024-10-01,AT&T,Billed Revenue,0.0
2024-10-01,AT&T,Monthly WIN - MRC,0.0
2024-10-01,AT&T,Monthly WIN - TCV,0.0
2024-10-01,AT&T,Order in Progress - MRC,0.0
2024-10-01,Emily's channel,Billed Revenue,0.0
2024-10-01,Emily's channel,Monthly WIN - MRC,0.0
2024-10-01,Emily's channel,Monthly WIN - TCV,0.0
2024-10-01,Emily's channel,Order in Progress - MRC,0.0
2024-10-01,IPA,Billed Revenue,123105552.5
2024-10-01,IPA,Monthly WIN - MRC,76149.0
2024-10-01,IPA,Monthly WIN - TCV,956343.0
2024-10-01,IPA,Order in Progress - MRC,37520.0
2024-10-01,MNC,Billed Revenue,8157546.0
2024-10-01,MNC,Monthly WIN - MRC,159385.0
2024-10-01,MNC,Monthly WIN - TCV,2813236.0
2024-10-01,MNC,Order in Progress - MRC,87106.0
2024-10-01,Maggie's team,Billed Revenue,26583402.15
2024-10-01,Maggie's team,Monthly WIN - MRC,288128.0
2024-10-01,Maggie's team,Monthly WIN - TCV,3514436.0
2024-10-01,Maggie's team,Order in Progress - MRC,853575.0
2024-10-01,Sherry's team,Billed Revenue,28897736.97
2024-10-01,Sherry's team,Monthly WIN - MRC,506615.0
2024-10-01,Sherry's team,Monthly WIN - TCV,4122882.0
2024-10-01,Sherry's team,Order in Progress - MRC,70389.0
2024-10-01,Zscaler,Billed Revenue,0.0
2024-10-01,Zscaler,Monthly WIN - MRC,0.0
2024-10-01,Zscaler,Monthly WIN - TCV,0.0
2024-10-01,Zscaler,Order in Progress - MRC,0.0
2024-11-01,AT&T,Billed Revenue,0.0
2024-11-01,AT&T,Monthly WIN - MRC,0.0
2024-11-01,AT&T,Monthly WIN - TCV,0.0
2024-11-01,AT&T,Order in Progress - MRC,0.0
2024-11-01,Emily's channel,Billed Revenue,0.0
2024-11-01,Emily's channel,Monthly WIN - MRC,0.0
2024-11-01,Emily's channel,Monthly WIN - TCV,0.0
2024-11-01,Emily's channel,Order in Progress - MRC,0.0
2024-11-01,IPA,Billed Revenue,123105552.5
2024-11-01,IPA,Monthly WIN - MRC,76149.0
2024-11-01,IPA,Monthly WIN - TCV,956343.0
2024-11-01,IPA,Order in Progress - MRC,37520.0
2024-11-01,MNC,Billed Revenue,9021909.0
2024-11-01,MNC,Monthly WIN - MRC,159385.0
2024-11-01,MNC,Monthly WIN - TCV,2813236.0
2024-11-01,MNC,Order in Progress - MRC,87106.0
2024-11-01,Maggie's team,Billed Revenue,26583402.15
2024-11-01,Maggie's team,Monthly WIN - MRC,288128.0
2024-11-01,Maggie's team,Monthly WIN - TCV,3514436.0
2024-11-01,Maggie's team,Order in Progress - MRC,853575.0
2024-11-01,Sherry's team,Billed Revenue,28897736.97
2024-11-01,Sherry's team,Monthly WIN - MRC,50665.0
2024-11-01,Sherry's team,Monthly WIN - TCV,4122882.0
2024-11-01,Sherry's team,Order in Progress - MRC,70389.0
2024-11-01,Zscaler,Billed Revenue,0.0
2024-11-01,Zscaler,Monthly WIN - MRC,0.0
2024-11-01,Zscaler,Monthly WIN - TCV,0.0
2024-11-01,Zscaler,Order in Progress - MRC,0.0
2024-12-01,AT&T,Billed Revenue,0.0
2024-12-01,AT&T,Monthly WIN - MRC,0.0
2024-12-01,AT&T,Monthly WIN - TCV,0.0
2024-12-01,AT&T,Order in Progress - MRC,0.0
2024-12-01,Emily's channel,Billed Revenue,0.0
2024-12-01,Emily's channel,Monthly WIN - MRC,0.0
2024-12-01,Emily's channel,Monthly WIN - TCV,0.0
2024-12-01,Emily's channel,Order in Progress - MRC,0.0
2024-12-01,IPA,Billed Revenue,0.0
2024-12-01,IPA,Monthly WIN - MRC,0.0
2024-12-01,IPA,Monthly WIN - TCV,0.0
2024-12-01,IPA,Order in Progress - MRC,0.0
2024-12-01,MNC,Billed Revenue,7720244.0
2024-12-01,MNC,Monthly WIN - MRC,0.0
2024-12-01,MNC,Monthly WIN - TCV,0.0
2024-12-01,MNC,Order in Progress - MRC,0.0
2024-12-01,Maggie's team,Billed Revenue,0.0
2024-12-01,Maggie's team,Monthly WIN - MRC,0.0
2024-12-01,Maggie's team,Monthly WIN - TCV,0.0
2024-12-01,Maggie's team,Order in Progress - MRC,0.0
2024-12-01,Sherry's team,Billed Revenue,0.0
2024-12-01,Sherry's team,Monthly WIN - MRC,0.0
2024-12-01,Sherry's team,Monthly WIN - TCV,0.0
2024-12-01,Sherry's team,Order in Progress - MRC,0.0
2024-12-01,Zscaler,Billed Revenue,0.0
2024-12-01,Zscaler,Monthly WIN - MRC,0.0
2024-12-01,Zscaler,Monthly WIN - TCV,0.0
2024-12-01,Zscaler,Order in Progress - MRC,0.0
2025-01-01,AT&T,Billed Revenue,0.0
2025-01-01,AT&T,Monthly WIN - MRC,0.0
2025-01-01,AT&T,Monthly WIN - TCV,0.0
2025-01-01,AT&T,Order in Progress - MRC,0.0
2025-01-01,Emily's channel,Billed Revenue,0.0
2025-01-01,Emily's channel,Monthly WIN - MRC,0.0
2025-01-01,Emily's channel,Monthly WIN - TCV,0.0
2025-01-01,Emily's channel,Order in Progress - MRC,0.0
2025-01-01,IPA,Billed Revenue,0.0
2025-01-01,IPA,Monthly WIN - MRC,0.0
2025-01-01,IPA,Monthly WIN - TCV,0.0
2025-01-01,IPA,Order in Progress - MRC,0.0
2025-01-01,MNC,Billed Revenue,7426814.6099999985
2025-01-01,MNC,Monthly WIN - MRC,0.0
2025-01-01,MNC,Monthly WIN - TCV,0.0
2025-01-01,MNC,Order in Progress - MRC,0.0
2025-01-01,Maggie's team,Billed Revenue,0.0
2025-01-01,Maggie's team,Monthly WIN - MRC,0.0
2025-01-01,Maggie's team,Monthly WIN - TCV,0.0
2025-01-01,Maggie's team,Order in Progress - MRC,0.0
2025-01-01,Sherry's team,Billed Revenue,0.0
2025-01-01,Sherry's team,Monthly WIN - MRC,0.0
2025-01-01,Sherry's team,Monthly WIN - TCV,0.0
2025-01-01,Sherry's team,Order in Progress - MRC,0.0
2025-01-01,Zscaler,Billed Revenue,0.0
2025-01-01,Zscaler,Monthly WIN - MRC,0.0
2025-01-01,Zscaler,Monthly WIN - TCV,0.0
2025-01-01,Zscaler,Order in Progress - MRC,0.0
2025-02-01,AT&T,Billed Revenue,0.0
2025-02-01,AT&T,Monthly WIN - MRC,0.0
2025-02-01,AT&T,Monthly WIN - TCV,0.0
2025-02-01,AT&T,Order in Progress - MRC,0.0
2025-02-01,Emily's channel,Billed Revenue,0.0
2025-02-01,Emily's channel,Monthly WIN - MRC,0.0
2025-02-01,Emily's channel,Monthly WIN - TCV,0.0
2025-02-01,Emily's channel,Order in Progress - MRC,0.0
2025-02-01,IPA,Billed Revenue,0.0
2025-02-01,IPA,Monthly WIN - MRC,0.0
2025-02-01,IPA,Monthly WIN - TCV,0.0
2025-02-01,IPA,Order in Progress - MRC,0.0
2025-02-01,MNC,Billed Revenue,7484559.629999997
2025-02-01,MNC,Monthly WIN - MRC,0.0
2025-02-01,MNC,Monthly WIN - TCV,0.0
2025-02-01,MNC,Order in Progress - MRC,0.0
2025-02-01,Maggie's team,Billed Revenue,0.0
2025-02-01,Maggie's team,Monthly WIN - MRC,0.0
2025-02-01,Maggie's team,Monthly WIN - TCV,0.0
2025-02-01,Maggie's team,Order in Progress - MRC,0.0
2025-02-01,Sherry's team,Billed Revenue,0.0
2025-02-01,Sherry's team,Monthly WIN - MRC,0.0
2025-02-01,Sherry's team,Monthly WIN - TCV,0.0
2025-02-01,Sherry's team,Order in Progress - MRC,0.0
2025-02-01,Zscaler,Billed Revenue,0.0
2025-02-01,Zscaler,Monthly WIN - MRC,0.0
2025-02-01,Zscaler,Monthly WIN - TCV,0.0
2025-02-01,Zscaler,Order in Progress - MRC,0.0
2025-03-01,AT&T,Billed Revenue,0.0
2025-03-01,AT&T,Monthly WIN - MRC,0.0
2025-03-01,AT&T,Monthly WIN - TCV,0.0
2025-03-01,AT&T,Order in Progress - MRC,0.0
2025-03-01,Emily's channel,Billed Revenue,0.0
2025-03-01,Emily's channel,Monthly WIN - MRC,0.0
2025-03-01,Emily's channel,Monthly WIN - TCV,0.0
2025-03-01,Emily's channel,Order in Progress - MRC,0.0
2025-03-01,IPA,Billed Revenue,0.0
2025-03-01,IPA,Monthly WIN - MRC,0.0
2025-03-01,IPA,Monthly WIN - TCV,0.0
2025-03-01,IPA,Order in Progress - MRC,0.0
2025-03-01,MNC,Billed Revenue,7292469.8555999985
2025-03-01,MNC,Monthly WIN - MRC,0.0
2025-03-01,MNC,Monthly WIN - TCV,0.0
2025-03-01,MNC,Order in Progress - MRC,0.0
2025-03-01,Maggie's team,Billed Revenue,0.0
2025-03-01,Maggie's team,Monthly WIN - MRC,0.0
2025-03-01,Maggie's team,Monthly WIN - TCV,0.0
2025-03-01,Maggie's team,Order in Progress - MRC,0.0
2025-03-01,Sherry's team,Billed Revenue,0.0
2025-03-01,Sherry's team,Monthly WIN - MRC,0.0
2025-03-01,Sherry's team,Monthly WIN - TCV,0.0
2025-03-01,Sherry's team,Order in Progress - MRC,0.0
2025-03-01,Zscaler,Billed Revenue,0.0
2025-03-01,Zscaler,Monthly WIN - MRC,0.0
2025-03-01,Zscaler,Monthly WIN - TCV,0.0
2025-03-01,Zscaler,Order in Progress - MRC,0.0
2025-04-01,AT&T,Billed Revenue,0.0
2025-04-01,AT&T,Monthly WIN - MRC,0.0
2025-04-01,AT&T,Monthly WIN - TCV,0.0
2025-04-01,AT&T,Order in Progress - MRC,0.0
2025-04-01,Emily's channel,Billed Revenue,0.0
2025-04-01,Emily's channel,Monthly WIN - MRC,0.0
2025-04-01,Emily's channel,Monthly WIN - TCV,0.0
2025-04-01,Emily's channel,Order in Progress - MRC,0.0
2025-04-01,IPA,Billed Revenue,0.0
2025-04-01,IPA,Monthly WIN - MRC,0.0
2025-04-01,IPA,Monthly WIN - TCV,0.0
2025-04-01,IPA,Order in Progress - MRC,0.0
2025-04-01,MNC,Billed Revenue,7610451.508999999
2025-04-01,MNC,Monthly WIN - MRC,0.0
2025-04-01,MNC,Monthly WIN - TCV,0.0
2025-04-01,MNC,Order in Progress - MRC,0.0
2025-04-01,Maggie's team,Billed Revenue,0.0
2025-04-01,Maggie's team,Monthly WIN - MRC,0.0
2025-04-01,Maggie's team,Monthly WIN - TCV,0.0
2025-04-01,Maggie's team,Order in Progress - MRC,0.0
2025-04-01,Sherry's team,Billed Revenue,0.0
2025-04-01,Sherry's team,Monthly WIN - MRC,0.0
2025-04-01,Sherry's team,Monthly WIN - TCV,0.0
2025-04-01,Sherry's team,Order in Progress - MRC,0.0
2025-04-01,Zscaler,Billed Revenue,0.0
2025-04-01,Zscaler,Monthly WIN - MRC,0.0
2025-04-01,Zscaler,Monthly WIN - TCV,0.0
2025-04-01,Zscaler,Order in Progress - MRC,0.0
2025-05-01,AT&T,Billed Revenue,1141618.25
2025-05-01,AT&T,Monthly WIN - MRC,108061.59
2025-05-01,AT&T,Monthly WIN - TCV,1307239.08
2025-05-01,AT&T,Order in Progress - MRC,108061.59
2025-05-01,Emily's channel,Billed Revenue,645435.11
2025-05-01,Emily's channel,Monthly WIN - MRC,14784.0
2025-05-01,Emily's channel,Monthly WIN - TCV,177408.0
2025-05-01,Emily's channel,Order in Progress - MRC,1692.0
2025-05-01,IPA,Billed Revenue,9731058.02
2025-05-01,IPA,Monthly WIN - MRC,24227.0
2025-05-01,IPA,Monthly WIN - TCV,474929.0
2025-05-01,IPA,Order in Progress - MRC,24227.0
2025-05-01,MNC,Billed Revenue,7551071.2
2025-05-01,MNC,Monthly WIN - MRC,484700.52
2025-05-01,MNC,Monthly WIN - TCV,669578.52
2025-05-01,MNC,Order in Progress - MRC,42917.52
2025-05-01,Maggie's team,Billed Revenue,2915176.4
2025-05-01,Maggie's team,Monthly WIN - MRC,52320.0
2025-05-01,Maggie's team,Monthly WIN - TCV,637640.0
2025-05-01,Maggie's team,Order in Progress - MRC,52320.0
2025-05-01,Sherry's team,Billed Revenue,1279022.42
2025-05-01,Sherry's team,Monthly WIN - MRC,198475.9
2025-05-01,Sherry's team,Monthly WIN - TCV,2141730.8
2025-05-01,Sherry's team,Order in Progress - MRC,69693.0
2025-05-01,Zscaler,Billed Revenue,8156886.71
2025-05-01,Zscaler,Monthly WIN - MRC,3687756.38
2025-05-01,Zscaler,Monthly WIN - TCV,56153889.4
2025-05-01,Zscaler,Order in Progress - MRC,3506712.58
2025-06-01,AT&T,Billed Revenue,1159461.04
2025-06-01,AT&T,Monthly WIN - MRC,0.0
2025-06-01,AT&T,Monthly WIN - TCV,0.0
2025-06-01,AT&T,Order in Progress - MRC,0.0
2025-06-01,Emily's channel,Billed Revenue,655788.01
2025-06-01,Emily's channel,Monthly WIN - MRC,984.0
